User,Percentage,Segment Type,Segment Description,Answer,Count,Question
425,0.22,Custom,you vote for? Gary Johnson,Instagram,36,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
426,0.177,Custom,you vote for? Gary Johnson,Facebook,29,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
427,0.524,Custom,you vote for? Gary Johnson,Snapchat,86,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
428,0.079,Custom,you vote for? Gary Johnson,Linkedin,13,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
429,0.228,Custom,Are you? None/Other,Instagram,74,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
430,0.178,Custom,Are you? None/Other,Facebook,58,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
431,0.551,Custom,Are you? None/Other,Snapchat,179,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
432,0.043,Custom,Are you? None/Other,Linkedin,14,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
433,0.176,Custom,Are you? Muslim,Instagram,3,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
434,0.118,Custom,Are you? Muslim,Facebook,2,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
435,0.647,Custom,Are you? Muslim,Snapchat,11,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
436,0.059,Custom,Are you? Muslim,Linkedin,1,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
437,0.132,Custom,Are you? Jewish,Instagram,12,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
438,0.352,Custom,Are you? Jewish,Facebook,32,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
439,0.462,Custom,Are you? Jewish,Snapchat,42,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
440,0.055,Custom,Are you? Jewish,Linkedin,5,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
441,0.382,Custom,Sexual orientation? Bi,Instagram,26,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
442,0.162,Custom,Sexual orientation? Bi,Facebook,11,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
443,0.441,Custom,Sexual orientation? Bi,Snapchat,30,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
444,0.015,Custom,Sexual orientation? Bi,Linkedin,1,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
445,0.277,Custom,Sexual orientation? Straight,Instagram,266,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
446,0.132,Custom,Sexual orientation? Straight,Facebook,127,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
447,0.567,Custom,Sexual orientation? Straight,Snapchat,545,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
448,0.024,Custom,Sexual orientation? Straight,Linkedin,23,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
449,0.345,Custom,Sexual orientation? Gay,Instagram,10,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
450,0.172,Custom,Sexual orientation? Gay,Facebook,5,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
451,0.483,Custom,Sexual orientation? Gay,Snapchat,14,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
452,0,Custom,Sexual orientation? Gay,Linkedin,0,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
453,0.438,Custom,I'm in? Other,Instagram,14,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
454,0.125,Custom,I'm in? Other,Facebook,4,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
455,0.406,Custom,I'm in? Other,Snapchat,13,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
456,0.031,Custom,I'm in? Other,Linkedin,1,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
457,0.293,Custom,Are you? Christian,Instagram,123,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
458,0.169,Custom,Are you? Christian,Facebook,71,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
459,0.49,Custom,Are you? Christian,Snapchat,206,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
460,0.048,Custom,Are you? Christian,Linkedin,20,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
461,0.238,Custom,you vote for? Jill Stein,Instagram,5,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
462,0.143,Custom,you vote for? Jill Stein,Facebook,3,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
463,0.524,Custom,you vote for? Jill Stein,Snapchat,11,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
464,0.095,Custom,you vote for? Jill Stein,Linkedin,2,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
465,0.297,Custom,closely identify as? Black,Instagram,19,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
466,0.109,Custom,closely identify as? Black,Facebook,7,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
467,0.578,Custom,closely identify as? Black,Snapchat,37,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
468,0.016,Custom,closely identify as? Black,Linkedin,1,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
469,0.325,Custom,Sexual orientation? Confused,Instagram,13,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
470,0.2,Custom,Sexual orientation? Confused,Facebook,8,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
471,0.475,Custom,Sexual orientation? Confused,Snapchat,19,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
472,0,Custom,Sexual orientation? Confused,Linkedin,0,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
473,0.327,Custom,I'm in? Grad School,Instagram,80,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
474,0.139,Custom,I'm in? Grad School,Facebook,34,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
475,0.51,Custom,I'm in? Grad School,Snapchat,125,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
476,0.024,Custom,I'm in? Grad School,Linkedin,6,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
477,0.244,Custom,Graduation Year 2020,Instagram,51,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
478,0.148,Custom,Graduation Year 2020,Facebook,31,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
479,0.565,Custom,Graduation Year 2020,Snapchat,118,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
480,0.043,Custom,Graduation Year 2020,Linkedin,9,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
481,0.29,Custom,you vote for? Donald Trump,Instagram,90,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
482,0.1,Custom,you vote for? Donald Trump,Facebook,31,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
483,0.574,Custom,you vote for? Donald Trump,Snapchat,178,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
484,0.035,Custom,you vote for? Donald Trump,Linkedin,11,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
485,0.198,Custom,Graduation Year 2017,Instagram,23,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
486,0.216,Custom,Graduation Year 2017,Facebook,25,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
487,0.543,Custom,Graduation Year 2017,Snapchat,63,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
488,0.043,Custom,Graduation Year 2017,Linkedin,5,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
489,0.269,Custom,closely identify as? Other,Instagram,14,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
490,0.135,Custom,closely identify as? Other,Facebook,7,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
491,0.481,Custom,closely identify as? Other,Snapchat,25,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
492,0.115,Custom,closely identify as? Other,Linkedin,6,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
493,0.286,Custom,closely identify as? Native American,Instagram,2,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
494,0.286,Custom,closely identify as? Native American,Facebook,2,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
495,0.429,Custom,closely identify as? Native American,Snapchat,3,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
496,0,Custom,closely identify as? Native American,Linkedin,0,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
497,0.214,Custom,closely identify as? Asian,Instagram,25,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
498,0.239,Custom,closely identify as? Asian,Facebook,28,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
499,0.504,Custom,closely identify as? Asian,Snapchat,59,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
500,0.043,Custom,closely identify as? Asian,Linkedin,5,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
501,0.291,Custom,closely identify as? Hispanic,Instagram,16,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
502,0.145,Custom,closely identify as? Hispanic,Facebook,8,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
503,0.527,Custom,closely identify as? Hispanic,Snapchat,29,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
504,0.036,Custom,closely identify as? Hispanic,Linkedin,2,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
505,0.266,Custom,I'm in? High School,Instagram,360,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
506,0.063,Custom,I'm in? High School,Facebook,85,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
507,0.659,Custom,I'm in? High School,Snapchat,892,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
508,0.013,Custom,I'm in? High School,Linkedin,17,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
509,0.3,Custom,your parents make?  $50K-$90K,Instagram,79,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
510,0.11,Custom,your parents make?  $50K-$90K,Facebook,29,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
511,0.574,Custom,your parents make?  $50K-$90K,Snapchat,151,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
512,0.015,Custom,your parents make?  $50K-$90K,Linkedin,4,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
513,0.217,Custom,Mac or PC? Other 🐧,Instagram,5,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
514,0.261,Custom,Mac or PC? Other 🐧,Facebook,6,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
515,0.478,Custom,Mac or PC? Other 🐧,Snapchat,11,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
516,0.043,Custom,Mac or PC? Other 🐧,Linkedin,1,"You open ur phone and have a notif badge on instagram, facebook, snapchat, and linkedin...which do you click first?"
